,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,None,Historical,Yes,0.011,All
204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,None,Religious,No,0.015,Morning
205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,None,Wildlife,Yes,0.01,All
206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,None,Wildlife,Yes,0.02,All
207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,None,Historical,Yes,0.012,All
208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,None,Nature,Yes,0.1,All
209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,None,Adventure,Yes,0.05,Afternoon
210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,None,Religious,No,0.05,All
211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,None,Religious,Yes,0.49,Evening
212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,None,Historical,Yes,0.03,Morning
213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,None,Cultural,Yes,0.01,Morning
214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,None,Religious,Yes,0.1,Morning
215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.025,All
216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,None,Wildlife,Yes,0.035,All
217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,None,Wildlife,Yes,0.065,All
218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,None,Recreational,Yes,0.09,Morning
219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning
220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,None,Religious,No,0.045,All
221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,None,Architectural,No,0.07,All
222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,None,Wildlife,Yes,0.07,All
223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All
224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,None,Nature,Yes,0.15,All
225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,None,Religious,No,1.0,All
226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,None,Historical,Yes,0.83,All
227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,None,Religious,No,0.35,All
228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,None,Nature,Yes,1.2,All
229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,None,Historical,Yes,0.13,All
230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,None,Engineering Marvel,Yes,0.01,All
231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,None,Nature,Yes,0.1,Morning
232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,None,Religious,No,0.01,All
233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,None,Nature,Yes,0.018,Morning
234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,None,Recreational,Yes,0.014,Morning
235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,None,Nature,Yes,0.055,All
236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,None,Recreational,Yes,0.1,Morning
237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,None,Religious,No,0.65,All
238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,None,Religious,No,0.01,All
239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,None,Historical,No,0.47,Morning
240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,None,Recreational,Yes,0.61,Morning
241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,None,Religious,No,0.3,All
242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,None,Recreational,Yes,0.1,Morning
243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,None,Religious,No,0.35,All
244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,None,Historical,No,0.09,All
245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,None,Recreational,Yes,0.019,Morning
246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,None,Religious,No,0.16,All
247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,None,Religious,No,0.28,All
248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,No,0.44,All
249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,None,Recreational,Yes,0.39,Morning
250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,None,Religious,No,0.49,All
251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2.0,4.3,0,Yes,None,Nature,Yes,0.032,All
252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,None,Historical,Yes,0.075,All
253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,None,Natural Wonder,Yes,0.11,Afternoon
254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,No,0.041,All
255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.0,4.4,10,Yes,None,Wildlife,Yes,0.7,All
256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,None,Historical,Yes,0.015,Morning
257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,None,Religious,Yes,0.12,All
258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,None,Religious,No,0.59,All
259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2.0,4.5,0,Yes,None,Recreational,Yes,0.019,All
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,None,Historical,Yes,0.49,All
261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.0,4.5,60,No,None,Natural Wonder,Yes,0.31,Afternoon
262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,None,Historical,Yes,0.059,All
263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon
264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,None,Recreational,Yes,0.03,All
265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,None,Cultural,Yes,0.065,All
266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,None,Historical,Yes,0.15,Afternoon
267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,None,Religious,No,0.015,Morning
268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,None,Religious,No,0.12,All
269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,None,Religious,No,0.035,Morning
270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,None,Cultural,Yes,0.1,All
271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,None,Religious,No,0.075,All
272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,None,Nature,Yes,0.15,Morning
273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2.0,4.6,0,Yes,None,Religious,No,0.21,All
274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.0,4.5,650,No,None,Wildlife,No,0.068,Morning
275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1.0,4.1,0,Yes,None,Nature,Yes,0.01,Morning
276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,None,Historical,Yes,0.065,All
277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2.0,4.7,0,No,None,Cultural,Yes,0.01,Morning
278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3.0,4.6,500,No,None,Wildlife,Yes,0.19,Morning
279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,None,Religious,Yes,0.9,All
280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2.0,4.4,500,Yes,None,Wildlife,Yes,0.037,All
281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2.0,4.7,0,No,None,Religious,No,0.032,Morning
282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All
283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.01,Morning
284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,None,Historical,Yes,0.025,Morning
285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,None,Nature,Yes,0.19,Morning
286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,None,Trekking,Yes,0.01,Afternoon
287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,None,Recreational,Yes,0.09,Morning
288,Southern,Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,None,Cultural,Yes,0.035,All
289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,None,Recreational,Yes,0.015,Morning
290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon
291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,None,Nature,Yes,0.09,Morning
292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.04,Morning
293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,None,Nature,Yes,0.015,Morning
294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.6,Afternoon
295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,None,Historical,Yes,1.2,Afternoon
296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,Yes,1.8,All
297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,None,Religious,Yes,0.13,All
298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,None,Religious,Yes,0.2,All
299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,None,Wildlife,Yes,0.5,All
300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,None,Religious,Yes,0.25,All
301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.0,4.4,10,Yes,None,Cultural,Yes,0.31,All
302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon
303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,None,Shopping,Yes,1.2,Afternoon
304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,None,Entertainment,Yes,0.71,Afternoon
305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,None,Religious,Yes,1.05,All
306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,None,Religious,No,2.0,All
307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,None,Shopping,Yes,1.5,All
308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,None,Shopping,Yes,0.45,All
309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,None,Entertainment,Yes,0.95,All
310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon
311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,None,Shopping,Yes,1.8,All
312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,None,Shopping,Yes,1.2,All
313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,None,Historical,Yes,0.49,All
314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,None,Religious,No,0.1,All
315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All
316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,None,Shopping,Yes,0.35,All
317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3.0,4.6,0,Yes,None,Shopping,Yes,1.9,All
318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning
319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,None,Nature,Yes,0.06,Morning
320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All
321,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40,Yes,None,Historical,Yes,1.3,Afternoon
322,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All
323,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,None,Historical,Yes,0.51,Morning
324,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,None,Historical,Yes,0.63,All
325,Western,Maharashtra,Mumbai,Gateway of India,Monument,1924,1.5,4.6,0,Yes,None,Historical,Yes,1.2,Morning
326,Western,Maharashtra,Mumbai,Chhatrapati Shivaji Terminus,Monument,1887,1.0,4.5,0,Yes,None,Historical,Yes,1.1,Evening
327,Western,Gujarat,Ahmedabad,Sabarmati Ashram,Museum,1917,1.5,4.7,0,Yes,None,Historical,Yes,0.9,Morning
328,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,2.0,4.3,0,Yes,None,Recreational,Yes,0.75,Evening
329,South,Tamil Nadu,Chennai,Marina Beach,Beach,None,3.0,4.4,0,Yes,None,Recreational,Yes,1.4,Morning
330,South,Karnataka,Bengaluru,Lalbagh Botanical Garden,Garden,1760,2.0,4.5,50,Yes,None,Recreational,Yes,0.8,All
331,South,Kerala,Kochi,Fort Kochi,Historical Area,None,2.5,4.6,0,Yes,None,Historical,Yes,0.9,Morning
332,North,Uttar Pradesh,Agra,Taj Mahal,Monument,1632,3.0,4.8,250,Yes,None,Historical,Yes,2.1,Morning
333,North,Uttar Pradesh,Agra,Agra Fort,Fort,1573,2.5,4.6,100,Yes,None,Historical,Yes,1.3,All
334,North,Delhi,New Delhi,Qutub Minar,Monument,1193,1.5,4.7,30,Yes,None,Historical,Yes,1.5,All
335,North,Delhi,New Delhi,Red Fort,Fort,1639,2.5,4.5,50,Yes,None,Historical,Yes,1.4,Morning
336,North,Delhi,New Delhi,India Gate,Monument,1931,1.0,4.6,0,Yes,None,Historical,Yes,1.7,Evening
337,Eastern,West Bengal,Kolkata,Victoria Memorial,Monument,1921,2.0,4.5,20,Yes,None,Historical,Yes,1.2,Morning
338,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,2.0,4.7,0,Yes,None,Religious,Yes,0.9,Morning
339,Eastern,Assam,Guwahati,Kamakhya Temple,Temple,8th century,2.5,4.6,0,Yes,None,Religious,Yes,1.0,All
340,Eastern,Bihar,Patna,Patna Museum,Museum,1917,2.0,4.4,20,Yes,None,Historical,Yes,0.8,Morning
341,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,3rd century BC,2.5,4.8,0,Yes,None,Religious,Yes,1.1,All
342,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment Center,2010,3.0,4.4,500,Yes,None,Entertainment,Yes,0.5,Evening
343,Northern,Punjab,Amritsar,Golden Temple,Temple,1604,2.5,4.9,0,Yes,None,Religious,Yes,1.9,All
344,Northern,Himachal Pradesh,Shimla,The Ridge,Recreational Area,None,1.5,4.4,0,Yes,None,Recreational,Yes,0.6,Evening
345,Northern,Uttarakhand,Dehradun,Robber's Cave,Natural Attraction,None,2.0,4.5,0,Yes,None,Natural,Yes,0.7,Morning
346,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,None,3.0,4.7,0,Yes,None,Recreational,Yes,0.8,All
347,Western,Rajasthan,Udaipur,City Palace,Palace,1559,2.5,4.6,300,Yes,None,Historical,Yes,0.9,All
348,Western,Rajasthan,Udaipur,Lake Pichola,Lake,None,2.0,4.7,0,Yes,None,Recreational,Yes,0.8,Morning
349,Western,Rajasthan,Jodhpur,Mehrangarh Fort,Fort,1459,2.5,4.8,100,Yes,None,Historical,Yes,1.0,All
350,Western,Gujarat,Ahmedabad,Adalaj Stepwell,Historical Site,1499,1.5,4.4,0,Yes,None,Historical,Yes,0.6,Morning
351,Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,2.5,4.6,50,Yes,None,Historical,Yes,0.8,Evening
352,Western,Gujarat,Surat,Dumas Beach,Beach,None,2.0,4.3,0,Yes,None,Recreational,Yes,0.4,Morning
353,Southern,Karnataka,Mysuru,Mysore Palace,Palace,1912,2.0,4.6,70,Yes,None,Historical,Yes,1.1,All
354,Southern,Kerala,Thiruvananthapuram,Padmanabhaswamy Temple,Temple,16th century,1.5,4.7,0,Yes,None,Religious,Yes,0.9,Morning
355,Northern,Himachal Pradesh,Manali,Rohtang Pass,Natural Attraction,None,3.0,4.5,0,Yes,None,Natural,Yes,0.5,All
356,Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,None,1.5,4.6,0,Yes,None,Religious,Yes,1.2,All
357,Northern,Punjab,Chandigarh,Sukhna Lake,Lake,None,2.0,4.4,0,Yes,None,Recreational,Yes,0.7,Evening
358,Northern,Haryana,Kurukshetra,Brahma Sarovar,Pond,None,2.0,4.5,0,Yes,None,Religious,Yes,0.6,All
359,Western,Rajasthan,Mount Abu,Nakki Lake,Lake,None,2.5,4.4,0,Yes,None,Recreational,Yes,0.5,Evening
360,Western,Gujarat,Bhuj,White Desert,Desert,None,3.0,4.8,0,Yes,None,Natural,Yes,0.3,All
361,Southern,Tamil Nadu,Madurai,Meenakshi Temple,Temple,6th century BC,2.5,4.7,50,Yes,None,Religious,Yes,1.1,Morning
362,Southern,Andhra Pradesh,Visakhapatnam,RK Beach,Beach,None,2.0,4.4,0,Yes,None,Recreational,Yes,0.6,All
363,Eastern,West Bengal,Darjeeling,Tiger Hill,Natural Attraction,None,2.0,4.7,0,Yes,None,Natural,Yes,0.4,Morning
364,Eastern,Assam,Guwahati,Kaziranga National Park,Wildlife Sanctuary,1905,4.0,4.8,100,Yes,None,Natural,Yes,0.5,All
365,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.5,4.6,0,Yes,None,Religious,Yes,0.8,All
366,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,None,Historical,Yes,0.51,Morning
367,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,None,Historical,Yes,0.63,All
368,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.5,4.6,0,Yes,None,Religious,Yes,0.8,All
369,Central,Madhya Pradesh,Bhopal,Place 3,Temple,1758,4.8,3.8,307,No,Sunday,Historical,Yes,2.98,Evening
370,Northern,Rajasthan,Jaipur,Place 4,Garden,1615,3.1,4.3,415,Yes,None,Historical,No,4.68,Morning
371,Eastern,West Bengal,Kolkata,Place 5,Fort,1952,3.3,4.2,450,No,Thursday,Architectural,Yes,3.58,All
372,Western,Maharashtra,Mumbai,Place 6,Museum,1867,2.5,4.1,150,Yes,Tuesday,Cultural,Yes,1.2,All
373,Southern,Tamil Nadu,Chennai,Place 7,Temple,1620,2.0,4.0,100,Yes,None,Religious,Yes,0.75,Morning
374,Northern,Delhi,Delhi,Place 8,Museum,1857,3.0,4.5,250,Yes,Monday,Historical,Yes,1.0,All
375,Northern,UP,Agra,Place 9,Palace,1571,2.5,4.7,300,Yes,None,Historical,Yes,2.0,Morning
376,Western,Gujarat,Ahmedabad,Place 1,Market,3500,2.0,4.7,300,Yes,None,Local,Yes,1.5,Evening
377,Eastern,Odisha,Bhubaneswar,Place 2,Mosque,3510,4.0,4.8,400,Yes,None,Religious,Yes,2.0,Afternoon
378,Northern,Uttar Pradesh,Lucknow,Place 3,Park,3520,2.5,4.7,350,Yes,None,Recreational,Yes,1.5,Evening
379,Southern,Karnataka,Bengaluru,Place 4,Monument,3530,4.0,4.8,400,Yes,None,Historical,Yes,2.0,Afternoon
380,Western,Maharashtra,Pune,Place 5,Garden,3540,3.5,4.7,350,Yes,None,Scenic,Yes,1.5,Evening
381,Eastern,West Bengal,Kolkata,Place 6,Market,3550,2.0,4.6,300,Yes,None,Local,Yes,1.5,Evening
382,Northern,Delhi,Delhi,Place 7,Palace,3560,4.0,4.8,400,Yes,None,Historical,Yes,2.0,Afternoon
383,Southern,Kerala,Kochi,Place 8,Beach,3570,3.5,4.7,350,Yes,None,Scenic,Yes,1.5,Evening
384,Western,Gujarat,Surat,Place 9,Garden,3580,2.0,4.6,300,Yes,None,Scenic,Yes,2.0,Afternoon
385,Eastern,Odisha,Cuttack,Place 10,Mosque,3590,4.0,4.8,400,Yes,None,Religious,Yes,1.5,Evening
386,Northern,Uttar Pradesh,Varanasi,Place 11,Park,3600,3.5,4.7,350,Yes,None,Recreational,Yes,2.0,Afternoon
387,Southern,Karnataka,Mangalore,Place 12,Monument,3610,2.0,4.6,300,Yes,None,Historical,Yes,1.5,Evening
388,Western,Maharashtra,Mumbai,Place 13,Garden,3620,4.0,4.8,400,Yes,None,Scenic,Yes,2.0,Afternoon
389,Eastern,West Bengal,Darjeeling,Place 14,Market,3630,3.5,4.7,350,Yes,None,Local,Yes,1.5,Evening
390,Northern,Delhi,New Delhi,Place 15,Palace,3640,4.0,4.6,300,Yes,None,Historical,Yes,2.0,Afternoon
391,Southern,Kerala,Thiruvananthapuram,Place 16,Beach,3650,3.5,4.8,400,Yes,None,Scenic,Yes,1.5,Evening
392,Western,Gujarat,Vadodara,Place 17,Garden,3660,4.0,4.7,350,Yes,None,Scenic,Yes,2.0,Afternoon
393,Eastern,Odisha,Puri,Place 18,Mosque,3670,3.5,4.6,300,Yes,None,Religious,Yes,1.5,Evening
394,Northern,Uttar Pradesh,Allahabad,Place 19,Park,3680,4.0,4.8,400,Yes,None,Recreational,Yes,2.0,Afternoon
395,Southern,Karnataka,Hampi,Place 20,Monument,3690,3.5,4.7,350,Yes,None,Historical,Yes,1.5,Evening
396,Western,Maharashtra,Nagpur,Place 21,Garden,3700,4.0,4.6,300,Yes,None,Scenic,Yes,2.0,Afternoon
397,Eastern,West Bengal,Siliguri,Place 22,Market,3710,3.5,4.8,400,Yes,None,Local,Yes,1.5,Evening
398,Northern,Delhi,Gurugram,Place 23,Palace,3720,4.0,4.7,350,Yes,None,Historical,Yes,2.0,Afternoon
399,Southern,Kerala,Kozhikode,Place 24,Beach,3730,3.5,4.6,300,Yes,None,Scenic,Yes,1.5,Evening
400,Western,Gujarat,Rajkot,Place 25,Garden,3740,4.0,4.8,400,Yes,None,Scenic,Yes,2.0,Afternoon
401,Eastern,Odisha,Rourkela,Place 26,Mosque,3750,3.5,4.7,350,Yes,None,Religious,Yes,1.5,Evening
402,Northern,Uttar Pradesh,Ghaziabad,Place 27,Park,3760,4.0,4.6,300,Yes,None,Recreational,Yes,2.0,Afternoon
403,Southern,Karnataka,Udupi,Place 28,Monument,3770,3.5,4.8,400,Yes,None,Historical,Yes,1.5,Evening
404,Western,Maharashtra,Kolhapur,Place 29,Garden,3780,4.0,4.7,350,Yes,None,Scenic,Yes,2.0,Afternoon
405,Eastern,West Bengal,Asansol,Place 30,Market,3790,3.5,4.6,300,Yes,None,Local,Yes,1.5,Evening
406,Northern,Delhi,Faridabad,Place 31,Palace,3800,4.0,4.8,400,Yes,None,Historical,Yes,2.0,Afternoon
407,Southern,Kerala,Kannur,Place 32,Beach,3810,3.5,4.7,350,Yes,None,Scenic,Yes,1.5,Evening
